PID,Title,Link,owner,Comments
,Device could not complete the authentication procedure in SingTel's 3G network,http://review.sonyericsson.net/#/c/1115338,platform/packages/services/Telephony
,Issue: Pin code request pop up after pin code is locked,http://review.sonyericsson.net/#/c/1113852,platform/packages/services/Telephony
,Issue: The item isn't displayed gray when receiving unexpect network error,http://review.sonyericsson.net/#/c/1104912,platform/packages/services/Telephony
,Fix SimLock Prompt doesn't show the correct Lock information,http://review.sonyericsson.net/#/c/1212745,platform/packages/services/Telephony
,Home icon for 3G \u0026 2G home SPNs should be displayed,http://review.sonyericsson.net/#/c/1172600,platform/packages/services/Telephony
,Set the Phone account settings invisible in Colombia CDF,http://review.sonyericsson.net/#/c/1178934,platform/packages/services/Telephony
,Modify the wrong note Ñ¢çFail on FDN CheckÑ¢ù pops up,http://review.sonyericsson.net/#/c/1169227,platform/packages/services/Telephony
PID9840,Bring up PID9840 to Cosmos MR1,http://review.sonyericsson.net/#/c/1264223,platform/packages/services/Telecomm
PID9224,Bring up PID9224 to Cosmos MR1,http://review.sonyericsson.net/#/c/1263947,platform/packages/services/Telecomm
PID010932,Bring up PID010932 to Cosmos MR1,http://review.sonyericsson.net/#/c/1262777,platform/packages/services/Telecomm
9160,Fix wrong action bar theme issue,http://review.sonyericsson.net/#/c/1262818,platform/packages/services/Telecomm
,Fix L-MR1 bring up issue,http://review.sonyericsson.net/#/c/1262764,platform/packages/services/Telecomm
,"[FP18740] Add ""Allow voice roaming"" policy.",http://review.sonyericsson.net/#/c/1261944,platform/packages/services/Telecomm
,MR1 bring up for platform/packages/services/Telecomm,http://review.sonyericsson.net/#/c/1261042,platform/packages/services/Telecomm
,Add MTK patch ALPS02068990,http://review.sonyericsson.net/#/c/1224616,platform/frameworks/base
,Call forwarding icon size is not correct,http://review.sonyericsson.net/#/c/1243723,platform/packages/services/Telephony
,"Search mode displays ""Automatic"" and then ""Manual"" during network search",http://review.sonyericsson.net/#/c/1242710,platform/packages/services/Telephony
,RuntimeException in com.android.phone,http://review.sonyericsson.net/#/c/1241902,platform/packages/services/Telephony
,Add MTK patch ALPS02068990,http://review.sonyericsson.net/#/c/1223952,platform/packages/services/Telephony
,Disable LTE for AU operator under 5 cases.,http://review.sonyericsson.net/#/c/1221913,platform/packages/services/Telephony
,phone number changed to Unknown in Call Log.,http://review.sonyericsson.net/#/c/1212369,platform/packages/services/Telephony
,"Revert ""phone number changed to Unknown in calllog""",http://review.sonyericsson.net/#/c/1212416,platform/packages/services/Telephony
,SIM2 FDN contact list activity back to SIM1 FDN settings by action bar,http://review.sonyericsson.net/#/c/1183020,platform/packages/services/Telephony
,Phone PIN2 box will pop up issue,http://review.sonyericsson.net/#/c/1181802,platform/packages/services/Telephony
,Action bar test color should be white,http://review.sonyericsson.net/#/c/1181929,platform/packages/services/Telephony
,No contacts display on the FdnList,http://review.sonyericsson.net/#/c/1179031,platform/packages/services/Telephony
,Modification for PhoneGlobals,http://review.sonyericsson.net/#/c/1166456,platform/packages/services/Telephony
,Remove VideoCallFragment because not support,http://review.sonyericsson.net/#/c/1297623,platform/packages/apps/InCallUI
,Avoid null ponit exception in AnswerPresenter regarding getUi,http://review.sonyericsson.net/#/c/1279158,platform/packages/apps/InCallUI
,Remove VideoCallFragment because not support,http://review.sonyericsson.net/#/c/1299045,platform/packages/apps/InCallUI
9206,No indication for long name truncation in calling UI,http://review.sonyericsson.net/#/c/1293593,platform/packages/apps/InCallUI
,Fix InCallUI OOM issue,http://review.sonyericsson.net/#/c/1287274,platform/packages/apps/InCallUI
9224,Update save button for AM settings,http://review.sonyericsson.net/#/c/1278995,platform/packages/services/Telecomm
,Modify the dialer default package name,http://review.sonyericsson.net/#/c/1287243,platform/packages/services/Telecomm
,Fix not able to enter answering machine UI,http://review.sonyericsson.net/#/c/1281116,platform/packages/services/Telecomm
,Dialed number is changed after call establishment,http://review.sonyericsson.net/#/c/1272537,platform/packages/services/Telephony
,Wrong sim settings are shown when Data roaming is off notification,http://review.sonyericsson.net/#/c/1270538,platform/packages/services/Telephony
9194,Change the name from telecomm to telecom,http://review.sonyericsson.net/#/c/1077988,platform/frameworks/base
9224,FP14556 Answering machine,http://review.sonyericsson.net/#/c/1068063,platform/frameworks/base
9194,Add Interface to get config from Telecomm,http://review.sonyericsson.net/#/c/1065553,platform/frameworks/base
9194,Notify extra parameters to telecomm,http://review.sonyericsson.net/#/c/1063790,platform/frameworks/base
,update data traffic notification when data sub change,http://review.sonyericsson.net/#/c/1285617,platform/packages/services/Telephony
9194,Add interface of Telephony for Somc,http://review.sonyericsson.net/#/c/1055347,platform/frameworks/base
,Enable the Supplementary services notifications function,http://review.sonyericsson.net/#/c/1288561,platform/frameworks/base
,FIX for GSMA TS27,http://review.sonyericsson.net/#/c/1285311,platform/packages/services/Telephony
PID005946,Disable VoLTE,http://review.sonyericsson.net/#/c/1279097,platform/packages/services/Telephony
,Fix can not enter into APN,http://review.sonyericsson.net/#/c/1275829,platform/packages/services/Telephony
,FP19676 cosmos MR1 adaption,http://review.sonyericsson.net/#/c/1273651,platform/packages/services/Telephony
PID008829,Bring up PID008829 to cosmos MR1,http://review.sonyericsson.net/#/c/1271242,platform/packages/services/Telephony
9209,Fix PIN input keyboard is show on emergency call UI,http://review.sonyericsson.net/#/c/1271241,platform/packages/services/Telephony
